,GO.ID,Term,Annotated,Significant,Expected,Rank in classicFisher,classicFisher,classicKS,elimKS
135,GO:0010948,negative regulation of cell cycle proces...,68,4,3.1,306,0.37583,0.04903,0.04903
115,GO:0006260,DNA replication,89,5,4.06,307,0.38275,1.20E-07,0.04003
983,GO:0000288,nuclear-transcribed mRNA catabolic proce...,29,2,1.32,308,0.38388,0.0572,0.80484
473,GO:0042330,taxis,49,3,2.23,309,0.38805,0.28852,0.28852
801,GO:0048731,system development,194,10,8.85,310,0.3914,0.63957,0.63957
860,GO:0050779,RNA destabilization,30,2,1.37,311,0.40024,0.04434,0.708
861,GO:0061014,positive regulation of mRNA catabolic pr...,30,2,1.37,312,0.40024,0.04434,0.708
862,GO:0061157,mRNA destabilization,30,2,1.37,313,0.40024,0.04434,0.708
876,GO:0043269,regulation of monoatomic ion transport,30,2,1.37,314,0.40024,0.72646,0.72646
453,GO:0007275,multicellular organism development,259,13,11.81,315,0.40121,0.26168,0.26168
3,GO:0036297,interstrand cross-link repair,11,1,0.5,316,0.40173,0.0003,0.0003
99,GO:1902969,mitotic DNA replication,11,1,0.5,317,0.40173,0.03436,0.03436
117,GO:0070988,demethylation,11,1,0.5,318,0.40173,0.04208,0.04208
150,GO:0006595,polyamine metabolic process,11,1,0.5,319,0.40173,0.05421,0.05421
151,GO:0006596,polyamine biosynthetic process,11,1,0.5,320,0.40173,0.05421,0.05421
507,GO:0009154,purine ribonucleotide catabolic process,11,1,0.5,321,0.40173,0.31975,0.31975
508,GO:0009261,ribonucleotide catabolic process,11,1,0.5,322,0.40173,0.31975,0.31975
525,GO:0046033,AMP metabolic process,11,1,0.5,323,0.40173,0.34681,0.34681
678,GO:0016925,protein sumoylation,11,1,0.5,324,0.40173,0.53204,0.53204
838,GO:0001558,regulation of cell growth,11,1,0.5,325,0.40173,0.68919,0.68919
859,GO:0018198,peptidyl-cysteine modification,11,1,0.5,326,0.40173,0.70784,0.70784
1054,GO:0008361,regulation of cell size,11,1,0.5,327,0.40173,0.85578,0.85578
1095,GO:0035329,hippo signaling,11,1,0.5,328,0.40173,0.88175,0.88175
1125,GO:0060429,epithelium development,11,1,0.5,329,0.40173,0.89609,0.89609
1157,GO:0046164,alcohol catabolic process,11,1,0.5,330,0.40173,0.91912,0.91912
1206,GO:0009119,ribonucleoside metabolic process,11,1,0.5,331,0.40173,0.9437,0.9437
887,GO:0070925,organelle assembly,196,10,8.94,332,0.40385,0.26815,0.73839
296,GO:0006364,rRNA processing,133,7,6.06,333,0.40427,0.06129,0.13212
1137,GO:0050808,synapse organization,51,3,2.33,334,0.41294,0.90403,0.90403
1059,GO:0070585,protein localization to mitochondrion,31,2,1.41,335,0.41639,0.85732,0.85732
1060,GO:0072655,establishment of protein localization to...,31,2,1.41,336,0.41639,0.85732,0.85732
783,GO:0007399,nervous system development,178,9,8.12,337,0.42414,0.62299,0.62299
923,GO:0032502,developmental process,435,21,19.83,338,0.42522,0.76289,0.76289
225,GO:0006997,nucleus organization,12,1,0.55,339,0.42905,0.09445,0.09445
307,GO:0140029,exocytic process,12,1,0.55,340,0.42905,0.13994,0.13994
439,GO:0030334,regulation of cell migration,12,1,0.55,341,0.42905,0.24347,0.24347
486,GO:0016973,poly(A)+ mRNA export from nucleus,12,1,0.55,342,0.42905,0.30193,0.30193
639,GO:0006195,purine nucleotide catabolic process,12,1,0.55,343,0.42905,0.48112,0.48112
658,GO:0002682,regulation of immune system process,12,1,0.55,344,0.42905,0.50947,0.50947
868,GO:0097237,cellular response to toxic substance,12,1,0.55,345,0.42905,0.72133,0.72133
869,GO:1990748,cellular detoxification,12,1,0.55,346,0.42905,0.72133,0.72133
891,GO:0030641,regulation of cellular pH,12,1,0.55,347,0.42905,0.74179,0.74179
1091,GO:0090151,establishment of protein localization to...,12,1,0.55,348,0.42905,0.87844,0.87844
1122,GO:0010038,response to metal ion,12,1,0.55,349,0.42905,0.89523,0.89523
516,GO:0050789,regulation of biological process,2436,113,111.07,350,0.43042,0.00461,0.33345
450,GO:0098662,inorganic cation transmembrane transport,179,9,8.16,351,0.43073,0.25877,0.25877
664,GO:0006874,intracellular calcium ion homeostasis,32,2,1.46,352,0.43233,0.5127,0.5127
642,GO:0006950,response to stress,416,20,18.97,353,0.43616,0.03182,0.48688
132,GO:0044772,mitotic cell cycle phase transition,53,3,2.42,354,0.4375,0.04755,0.04755
494,GO:0016051,carbohydrate biosynthetic process,33,2,1.5,355,0.44802,0.30951,0.30951
538,GO:0055074,calcium ion homeostasis,33,2,1.5,356,0.44802,0.35683,0.35683
1200,GO:0019318,hexose metabolic process,33,2,1.5,357,0.44802,0.94006,0.94006
300,GO:0000463,maturation of LSU-rRNA from tricistronic...,13,1,0.59,358,0.45512,0.13588,0.13588
316,GO:0007094,mitotic spindle assembly checkpoint sign...,13,1,0.59,359,0.45512,0.14541,0.14541
317,GO:0031577,spindle checkpoint signaling,13,1,0.59,360,0.45512,0.14541,0.14541
318,GO:0033046,negative regulation of sister chromatid ...,13,1,0.59,361,0.45512,0.14541,0.14541
319,GO:0033047,regulation of mitotic sister chromatid s...,13,1,0.59,362,0.45512,0.14541,0.14541
320,GO:0033048,negative regulation of mitotic sister ch...,13,1,0.59,363,0.45512,0.14541,0.14541
321,GO:0045839,negative regulation of mitotic nuclear d...,13,1,0.59,364,0.45512,0.14541,0.14541
322,GO:0045841,negative regulation of mitotic metaphase...,13,1,0.59,365,0.45512,0.14541,0.14541
323,GO:0051985,negative regulation of chromosome segreg...,13,1,0.59,366,0.45512,0.14541,0.14541
324,GO:0071173,spindle assembly checkpoint signaling,13,1,0.59,367,0.45512,0.14541,0.14541
325,GO:0071174,mitotic spindle checkpoint signaling,13,1,0.59,368,0.45512,0.14541,0.14541
326,GO:1902100,negative regulation of metaphase/anaphas...,13,1,0.59,369,0.45512,0.14541,0.14541
327,GO:1905819,negative regulation of chromosome separa...,13,1,0.59,370,0.45512,0.14541,0.14541
328,GO:2000816,negative regulation of mitotic sister ch...,13,1,0.59,371,0.45512,0.14541,0.14541
429,GO:0040012,regulation of locomotion,13,1,0.59,372,0.45512,0.23253,0.23253
430,GO:2000145,regulation of cell motility,13,1,0.59,373,0.45512,0.23253,0.23253
616,GO:0007249,I-kappaB kinase/NF-kappaB signaling,13,1,0.59,374,0.45512,0.45508,0.45508
651,GO:0006687,glycosphingolipid metabolic process,13,1,0.59,375,0.45512,0.49742,0.49742
727,GO:0005977,glycogen metabolic process,13,1,0.59,376,0.45512,0.58323,0.58323
728,GO:0006073,cellular glucan metabolic process,13,1,0.59,377,0.45512,0.58323,0.58323
729,GO:0006112,energy reserve metabolic process,13,1,0.59,378,0.45512,0.58323,0.58323
730,GO:0044042,glucan metabolic process,13,1,0.59,379,0.45512,0.58323,0.58323
757,GO:0051094,positive regulation of developmental pro...,13,1,0.59,380,0.45512,0.60438,0.60438
797,GO:0000184,nuclear-transcribed mRNA catabolic proce...,13,1,0.59,381,0.45512,0.63684,0.63684
897,GO:0030150,protein import into mitochondrial matrix,13,1,0.59,382,0.45512,0.74695,0.74695
931,GO:2001259,positive regulation of cation channel ac...,13,1,0.59,383,0.45512,0.76997,0.76997
1113,GO:0032365,intracellular lipid transport,13,1,0.59,384,0.45512,0.89074,0.89074
1124,GO:0015918,sterol transport,13,1,0.59,385,0.45512,0.89585,0.89585
1126,GO:0006182,cGMP biosynthetic process,13,1,0.59,386,0.45512,0.89749,0.89749
161,GO:0022414,reproductive process,76,4,3.47,387,0.4587,0.00379,0.06158
1265,GO:0007186,G protein-coupled receptor signaling pat...,162,8,7.39,388,0.46059,0.96961,0.96961
537,GO:1903313,positive regulation of mRNA metabolic pr...,34,2,1.55,389,0.46347,0.01547,0.35556
356,GO:0016072,rRNA metabolic process,142,7,6.47,390,0.4719,0.05102,0.16522
719,GO:0048584,positive regulation of response to stimu...,56,3,2.55,391,0.47358,0.57583,0.57583
1187,GO:0000956,nuclear-transcribed mRNA catabolic proce...,56,3,2.55,392,0.47358,0.2657,0.93748
269,GO:0070588,calcium ion transmembrane transport,35,2,1.6,393,0.47867,0.12154,0.12154
671,GO:0051239,regulation of multicellular organismal p...,35,2,1.6,394,0.47867,0.52202,0.52202
108,GO:0006355,regulation of DNA-templated transcriptio...,1059,49,48.29,395,0.4796,0.03897,0.03897
109,GO:1903506,regulation of nucleic acid-templated tra...,1059,49,48.29,396,0.4796,0.03897,0.03897
110,GO:2001141,regulation of RNA biosynthetic process,1059,49,48.29,397,0.4796,0.03897,0.03897
277,GO:2001251,negative regulation of chromosome organi...,14,1,0.64,398,0.48001,0.12533,0.12533
369,GO:0048488,synaptic vesicle endocytosis,14,1,0.64,399,0.48001,0.18098,0.18098
370,GO:0140238,presynaptic endocytosis,14,1,0.64,400,0.48001,0.18098,0.18098
550,GO:0033617,mitochondrial cytochrome c oxidase assem...,14,1,0.64,401,0.48001,0.36235,0.36235
724,GO:0016049,cell growth,14,1,0.64,402,0.48001,0.57802,0.57802
760,GO:0032411,positive regulation of transporter activ...,14,1,0.64,403,0.48001,0.60939,0.60939
761,GO:0032414,positive regulation of ion transmembrane...,14,1,0.64,404,0.48001,0.60939,0.60939
762,GO:0034767,positive regulation of monoatomic ion tr...,14,1,0.64,405,0.48001,0.60939,0.60939
763,GO:0043270,positive regulation of monoatomic ion tr...,14,1,0.64,406,0.48001,0.60939,0.60939
764,GO:1904064,positive regulation of cation transmembr...,14,1,0.64,407,0.48001,0.60939,0.60939
811,GO:0006081,cellular aldehyde metabolic process,14,1,0.64,408,0.48001,0.65443,0.65443
818,GO:0046364,monosaccharide biosynthetic process,14,1,0.64,409,0.48001,0.66683,0.66683
850,GO:0009070,serine family amino acid biosynthetic pr...,14,1,0.64,410,0.48001,0.70076,0.70076
971,GO:0017157,regulation of exocytosis,14,1,0.64,411,0.48001,0.79376,0.79376
1013,GO:1901264,carbohydrate derivative transport,14,1,0.64,412,0.48001,0.82727,0.82727
1019,GO:0032101,regulation of response to external stimu...,14,1,0.64,413,0.48001,0.83146,0.83146
1071,GO:2001257,regulation of cation channel activity,14,1,0.64,414,0.48001,0.86217,0.86217
1182,GO:0019400,alditol metabolic process,14,1,0.64,415,0.48001,0.93549,0.93549
1267,GO:0009116,nucleoside metabolic process,14,1,0.64,416,0.48001,0.97202,0.97202
603,GO:0032501,multicellular organismal process,450,21,20.52,417,0.48926,0.44356,0.44356
101,GO:0051252,regulation of RNA metabolic process,1129,52,51.48,418,0.49215,0.01986,0.03487
299,GO:0007093,mitotic cell cycle checkpoint signaling,36,2,1.64,419,0.4936,0.13558,0.13558
340,GO:1902600,proton transmembrane transport,36,2,1.64,420,0.4936,0.1539,0.1539
1108,GO:0006839,mitochondrial transport,36,2,1.64,421,0.4936,0.88672,0.88672
1196,GO:0007606,sensory perception of chemical stimulus,58,3,2.64,422,0.49705,0.93886,0.93886
1350,GO:0071840,cellular component organization or bioge...,1460,67,66.57,423,0.49883,0.00498,0.99185
8,GO:0033260,nuclear DNA replication,15,1,0.68,424,0.50377,0.00078,0.00078
253,GO:0051784,negative regulation of nuclear division,15,1,0.68,425,0.50377,0.10802,0.10802
352,GO:0036465,synaptic vesicle recycling,15,1,0.68,426,0.50377,0.16014,0.16014
363,GO:0042886,amide transport,15,1,0.68,427,0.50377,0.17055,0.17055
594,GO:0008535,respiratory chain complex IV assembly,15,1,0.68,428,0.50377,0.43494,0.43494
624,GO:0005976,polysaccharide metabolic process,15,1,0.68,429,0.50377,0.46651,0.46651
625,GO:0044264,cellular polysaccharide metabolic proces...,15,1,0.68,430,0.50377,0.46651,0.46651
667,GO:0007160,cell-matrix adhesion,15,1,0.68,431,0.50377,0.5157,0.5157
867,GO:0034764,positive regulation of transmembrane tra...,15,1,0.68,432,0.50377,0.72106,0.72106
879,GO:0000097,sulfur amino acid biosynthetic process,15,1,0.68,433,0.50377,0.72877,0.72877
1005,GO:0040008,regulation of growth,15,1,0.68,434,0.50377,0.81902,0.81902
1081,GO:0098754,detoxification,15,1,0.68,435,0.50377,0.87075,0.87075
1097,GO:0006885,regulation of pH,15,1,0.68,436,0.50377,0.88199,0.88199
1112,GO:0044275,cellular carbohydrate catabolic process,15,1,0.68,437,0.50377,0.8888,0.8888
1150,GO:0046068,cGMP metabolic process,15,1,0.68,438,0.50377,0.91553,0.91553
1177,GO:0006893,Golgi to plasma membrane transport,15,1,0.68,439,0.50377,0.93224,0.93224
1297,GO:0034599,cellular response to oxidative stress,15,1,0.68,440,0.50377,0.98217,0.98217
1298,GO:0062197,cellular response to chemical stress,15,1,0.68,441,0.50377,0.98217,0.98217
1434,GO:0044786,cell cycle DNA replication,15,1,0.68,442,0.50377,0.00078,1
240,GO:0009205,purine ribonucleoside triphosphate metab...,37,2,1.69,443,0.50825,0.1023,0.1023
600,GO:0043487,regulation of RNA stability,37,2,1.69,444,0.50825,0.02987,0.4426
601,GO:0043488,regulation of mRNA stability,37,2,1.69,445,0.50825,0.02987,0.4426
602,GO:0061013,regulation of mRNA catabolic process,37,2,1.69,446,0.50825,0.02987,0.4426
952,GO:0031146,SCF-dependent proteasomal ubiquitin-depe...,37,2,1.69,447,0.50825,0.78224,0.78224
672,GO:0007167,enzyme-linked receptor protein signaling...,81,4,3.69,448,0.5086,0.52458,0.52458
1014,GO:0071310,cellular response to organic substance,81,4,3.69,449,0.5086,0.82771,0.82771
155,GO:0006816,calcium ion transport,38,2,1.73,450,0.52263,0.05615,0.05615
362,GO:0009144,purine nucleoside triphosphate metabolic...,38,2,1.73,451,0.52263,0.1699,0.1699
1084,GO:0007188,adenylate cyclase-modulating G protein-c...,38,2,1.73,452,0.52263,0.87169,0.87169
15,GO:0097435,supramolecular fiber organization,105,5,4.79,453,0.52584,0.00308,0.00308
417,GO:0010965,regulation of mitotic sister chromatid s...,16,1,0.73,454,0.52644,0.22385,0.22385
418,GO:0030071,regulation of mitotic metaphase/anaphase...,16,1,0.73,455,0.52644,0.22385,0.22385
419,GO:1902099,regulation of metaphase/anaphase transit...,16,1,0.73,456,0.52644,0.22385,0.22385
420,GO:1905818,regulation of chromosome separation,16,1,0.73,457,0.52644,0.22385,0.22385
475,GO:0034637,cellular carbohydrate biosynthetic proce...,16,1,0.73,458,0.52644,0.28893,0.28893
656,GO:0034243,regulation of transcription elongation b...,16,1,0.73,459,0.52644,0.50524,0.50524
689,GO:0009790,embryo development,16,1,0.73,460,0.52644,0.54743,0.54743
703,GO:0009126,purine nucleoside monophosphate metaboli...,16,1,0.73,461,0.52644,0.56621,0.56621
704,GO:0009167,purine ribonucleoside monophosphate meta...,16,1,0.73,462,0.52644,0.56621,0.56621
874,GO:0009166,nucleotide catabolic process,16,1,0.73,463,0.52644,0.72345,0.72345
1072,GO:0009636,response to toxic substance,16,1,0.73,464,0.52644,0.86274,0.86274
1149,GO:0051205,protein insertion into membrane,16,1,0.73,465,0.52644,0.91511,0.91511
214,GO:0007265,Ras protein signal transduction,39,2,1.78,466,0.53672,0.08909,0.08909
391,GO:0045930,negative regulation of mitotic cell cycl...,39,2,1.78,467,0.53672,0.19311,0.19311
1225,GO:0009199,ribonucleoside triphosphate metabolic pr...,39,2,1.78,468,0.53672,0.07444,0.95494
423,GO:0034220,monoatomic ion transmembrane transport,218,10,9.94,469,0.53905,0.22496,0.22496
38,GO:0016570,histone modification,107,5,4.88,470,0.5428,0.00316,0.0101
1008,GO:0033554,cellular response to stress,330,15,15.05,471,0.54404,0.03171,0.82055
517,GO:0098660,inorganic ion transmembrane transport,197,9,8.98,472,0.54679,0.33438,0.33438
935,GO:0010033,response to organic substance,130,6,5.93,473,0.54744,0.77282,0.77282
259,GO:0007029,endoplasmic reticulum organization,17,1,0.78,474,0.54808,0.11373,0.11373
382,GO:0007091,metaphase/anaphase transition of mitotic...,17,1,0.78,475,0.54808,0.1891,0.1891
383,GO:0033045,regulation of sister chromatid segregati...,17,1,0.78,476,0.54808,0.1891,0.1891
384,GO:0044784,metaphase/anaphase transition of cell cy...,17,1,0.78,477,0.54808,0.1891,0.1891
385,GO:0051306,mitotic sister chromatid separation,17,1,0.78,478,0.54808,0.1891,0.1891
552,GO:0097190,apoptotic signaling pathway,17,1,0.78,479,0.54808,0.3645,0.3645
579,GO:0050767,regulation of neurogenesis,17,1,0.78,480,0.54808,0.40274,0.40274
663,GO:0045055,regulated exocytosis,17,1,0.78,481,0.54808,0.51242,0.51242
715,GO:0050909,sensory perception of taste,17,1,0.78,482,0.54808,0.5749,0.5749
720,GO:0030149,sphingolipid catabolic process,17,1,0.78,483,0.54808,0.5763,0.5763
721,GO:0046466,membrane lipid catabolic process,17,1,0.78,484,0.54808,0.5763,0.5763
848,GO:0000096,sulfur amino acid metabolic process,17,1,0.78,485,0.54808,0.6986,0.6986
1009,GO:0046578,regulation of Ras protein signal transdu...,17,1,0.78,486,0.54808,0.82142,0.82142
1100,GO:0045010,actin nucleation,17,1,0.78,487,0.54808,0.88343,0.88343
1220,GO:1901616,organic hydroxy compound catabolic proce...,17,1,0.78,488,0.54808,0.95098,0.95098
1258,GO:0048278,vesicle docking,17,1,0.78,489,0.54808,0.96754,0.96754
725,GO:0006413,translational initiation,40,2,1.82,490,0.55052,0.58109,0.58109
926,GO:1990542,mitochondrial transmembrane transport,40,2,1.82,491,0.55052,0.76688,0.76688
910,GO:0071495,cellular response to endogenous stimulus,63,3,2.87,492,0.55327,0.75561,0.75561
1011,GO:0006887,exocytosis,41,2,1.87,493,0.56404,0.82493,0.82493
904,GO:0009719,response to endogenous stimulus,64,3,2.92,494,0.56406,0.74996,0.74996
518,GO:0032879,regulation of localization,87,4,3.97,495,0.56559,0.3346,0.3346
343,GO:0051304,chromosome separation,18,1,0.82,496,0.56873,0.1542,0.1542
390,GO:0044773,mitotic DNA damage checkpoint signaling,18,1,0.82,497,0.56873,0.19255,0.19255
440,GO:0009309,amine biosynthetic process,18,1,0.82,498,0.56873,0.24761,0.24761
441,GO:0042401,biogenic amine biosynthetic process,18,1,0.82,499,0.56873,0.24761,0.24761
627,GO:0060284,regulation of cell development,18,1,0.82,500,0.56873,0.47436,0.47436
661,GO:0000079,regulation of cyclin-dependent protein s...,18,1,0.82,501,0.56873,0.51043,0.51043
662,GO:1904029,regulation of cyclin-dependent protein k...,18,1,0.82,502,0.56873,0.51043,0.51043
845,GO:0009112,nucleobase metabolic process,18,1,0.82,503,0.56873,0.69726,0.69726
888,GO:0009161,ribonucleoside monophosphate metabolic p...,18,1,0.82,504,0.56873,0.73919,0.73919
915,GO:0034472,snRNA 3'-end processing,18,1,0.82,505,0.56873,0.75765,0.75765
934,GO:0070897,transcription preinitiation complex asse...,18,1,0.82,506,0.56873,0.7705,0.7705
1099,GO:1901292,nucleoside phosphate catabolic process,18,1,0.82,507,0.56873,0.88268,0.88268
1186,GO:1901657,glycosyl compound metabolic process,18,1,0.82,508,0.56873,0.9369,0.9369
1209,GO:0006006,glucose metabolic process,18,1,0.82,509,0.56873,0.94446,0.94446
208,GO:1901990,regulation of mitotic cell cycle phase t...,42,2,1.92,510,0.57726,0.08202,0.08202
527,GO:0000281,mitotic cytokinesis,19,1,0.87,511,0.58845,0.34791,0.34791
554,GO:0030968,endoplasmic reticulum unfolded protein r...,19,1,0.87,512,0.58845,0.37307,0.37307
687,GO:0051960,regulation of nervous system development,19,1,0.87,513,0.58845,0.54505,0.54505
789,GO:0031589,cell-substrate adhesion,19,1,0.87,514,0.58845,0.63157,0.63157
1311,GO:0022898,regulation of transmembrane transporter ...,19,1,0.87,515,0.58845,0.98474,0.98474
1312,GO:0032409,regulation of transporter activity,19,1,0.87,516,0.58845,0.98474,0.98474
1313,GO:0032412,regulation of monoatomic ion transmembra...,19,1,0.87,517,0.58845,0.98474,0.98474
1314,GO:1904062,regulation of monoatomic cation transmem...,19,1,0.87,518,0.58845,0.98474,0.98474
993,GO:1902531,regulation of intracellular signal trans...,90,4,4.1,519,0.59269,0.80997,0.80997
560,GO:0034330,cell junction organization,67,3,3.05,520,0.59547,0.38482,0.38482
882,GO:0140352,export from cell,67,3,3.05,521,0.59547,0.72934,0.72934
925,GO:0042221,response to chemical,229,10,10.44,522,0.60265,0.76658,0.76658
145,GO:0031323,regulation of cellular metabolic process,1413,63,64.43,523,0.60298,0.03284,0.05228
95,GO:0080090,regulation of primary metabolic process,1392,62,63.47,524,0.60586,0.01982,0.03311
128,GO:0032880,regulation of protein localization,20,1,0.91,525,0.60726,0.04481,0.04481
198,GO:0000086,G2/M transition of mitotic cell cycle,20,1,0.91,526,0.60726,0.08034,0.08034
199,GO:0010389,regulation of G2/M transition of mitotic...,20,1,0.91,527,0.60726,0.08034,0.08034
200,GO:0044839,cell cycle G2/M phase transition,20,1,0.91,528,0.60726,0.08034,0.08034
201,GO:1902749,regulation of cell cycle G2/M phase tran...,20,1,0.91,529,0.60726,0.08034,0.08034
421,GO:0000470,maturation of LSU-rRNA,20,1,0.91,530,0.60726,0.22405,0.22405
622,GO:0043408,regulation of MAPK cascade,20,1,0.91,531,0.60726,0.46331,0.46331
768,GO:2000026,regulation of multicellular organismal d...,20,1,0.91,532,0.60726,0.61321,0.61321
1189,GO:0007006,mitochondrial membrane organization,20,1,0.91,533,0.60726,0.93756,0.93756
509,GO:0065007,biological regulation,2564,115,116.91,534,0.60927,0.00491,0.32023
1296,GO:0008380,RNA splicing,162,7,7.39,535,0.61284,0.98176,0.98176
250,GO:0006351,DNA-templated transcription,1151,51,52.48,536,0.61412,0.10617,0.10617
251,GO:0097659,nucleic acid-templated transcription,1151,51,52.48,537,0.61412,0.10617,0.10617
459,GO:0007169,transmembrane receptor protein tyrosine ...,45,2,2.05,538,0.61514,0.26516,0.26516
568,GO:0009967,positive regulation of signal transducti...,45,2,2.05,539,0.61514,0.38925,0.38925
1409,GO:0009141,nucleoside triphosphate metabolic proces...,45,2,2.05,540,0.61514,0.20426,0.99955
223,GO:0032774,RNA biosynthetic process,1153,51,52.57,541,0.61945,0.09389,0.09389
126,GO:0034329,cell junction assembly,21,1,0.96,542,0.62522,0.04345,0.04345
288,GO:0032784,regulation of DNA-templated transcriptio...,21,1,0.96,543,0.62522,0.12946,0.12946
389,GO:0044774,mitotic DNA integrity checkpoint signali...,21,1,0.96,544,0.62522,0.19249,0.19249
936,GO:0009123,nucleoside monophosphate metabolic proce...,21,1,0.96,545,0.62522,0.77425,0.77425
992,GO:0017004,cytochrome complex assembly,21,1,0.96,546,0.62522,0.80783,0.80783
1217,GO:0052652,cyclic purine nucleotide metabolic proce...,21,1,0.96,547,0.62522,0.94933,0.94933
812,GO:0006402,mRNA catabolic process,70,3,3.19,548,0.62537,0.13811,0.65792
1347,GO:0016043,cellular component organization,1311,58,59.78,549,0.62538,0.06223,0.99133
565,GO:1901605,alpha-amino acid metabolic process,94,4,4.29,550,0.62723,0.38796,0.38796
290,GO:0007166,cell surface receptor signaling pathway,211,9,9.62,551,0.63033,0.12997,0.12997
1191,GO:0006996,organelle organization,870,38,39.67,552,0.63978,0.07547,0.93773
618,GO:0051046,regulation of secretion,22,1,1,553,0.64235,0.45651,0.45651
619,GO:1903530,regulation of secretion by cell,22,1,1,554,0.64235,0.45651,0.45651
637,GO:0016180,snRNA processing,22,1,1,555,0.64235,0.48078,0.48078
863,GO:0051050,positive regulation of transport,22,1,1,556,0.64235,0.71417,0.71417
1249,GO:0048589,developmental growth,22,1,1,557,0.64235,0.96514,0.96514
1156,GO:0042327,positive regulation of phosphorylation,48,2,2.19,558,0.65038,0.9184,0.9184
237,GO:0051648,vesicle localization,23,1,1.05,559,0.65871,0.10176,0.10176
238,GO:0051650,establishment of vesicle localization,23,1,1.05,560,0.65871,0.10176,0.10176
476,GO:0006576,biogenic amine metabolic process,23,1,1.05,561,0.65871,0.29041,0.29041
477,GO:0009308,amine metabolic process,23,1,1.05,562,0.65871,0.29041,0.29041
499,GO:0044743,protein transmembrane import into intrac...,23,1,1.05,563,0.65871,0.31629,0.31629
647,GO:0000003,reproduction,98,4,4.47,564,0.65986,0.04083,0.49489
670,GO:0030258,lipid modification,49,2,2.23,565,0.66154,0.51873,0.51873
733,GO:0019222,regulation of metabolic process,1530,67,69.76,566,0.66977,0.01489,0.58602
641,GO:0051049,regulation of transport,75,3,3.42,567,0.67176,0.48401,0.48401
415,GO:0010647,positive regulation of cell communicatio...,50,2,2.28,568,0.67242,0.22303,0.22303
416,GO:0023056,positive regulation of signaling,50,2,2.28,569,0.67242,0.22303,0.22303
66,GO:0033044,regulation of chromosome organization,24,1,1.09,570,0.67432,0.01853,0.01853
164,GO:0015748,organophosphate ester transport,24,1,1.09,571,0.67432,0.06474,0.06474
680,GO:0015718,monocarboxylic acid transport,24,1,1.09,572,0.67432,0.5325,0.5325
985,GO:0001934,positive regulation of protein phosphory...,24,1,1.09,573,0.67432,0.80525,0.80525
241,GO:0007010,cytoskeleton organization,266,11,12.13,574,0.67524,0.02197,0.10303
437,GO:0006357,regulation of transcription by RNA polym...,815,35,37.16,575,0.67625,0.24176,0.24176
779,GO:0060255,regulation of macromolecule metabolic pr...,1466,64,66.84,576,0.67642,0.00841,0.61984
1181,GO:0022411,cellular component disassembly,76,3,3.47,577,0.68052,0.73828,0.935
569,GO:0035725,sodium ion transmembrane transport,51,2,2.33,578,0.68301,0.39126,0.39126
1007,GO:0001932,regulation of protein phosphorylation,51,2,2.33,579,0.68301,0.82054,0.82054
1168,GO:0010562,positive regulation of phosphorus metabo...,51,2,2.33,580,0.68301,0.92668,0.92668
1169,GO:0045937,positive regulation of phosphate metabol...,51,2,2.33,581,0.68301,0.92668,0.92668
136,GO:0051171,regulation of nitrogen compound metaboli...,1382,60,63.01,582,0.6888,0.03016,0.0491
357,GO:0060341,regulation of cellular localization,25,1,1.14,583,0.68922,0.16598,0.16598
577,GO:0023061,signal release,25,1,1.14,584,0.68922,0.40253,0.40253
582,GO:0007389,pattern specification process,25,1,1.14,585,0.68922,0.40312,0.40312
767,GO:0071900,regulation of protein serine/threonine k...,25,1,1.14,586,0.68922,0.6132,0.6132
864,GO:0006626,protein targeting to mitochondrion,25,1,1.14,587,0.68922,0.71447,0.71447
1077,GO:0010959,regulation of metal ion transport,25,1,1.14,588,0.68922,0.86807,0.86807
1276,GO:0032006,regulation of TOR signaling,25,1,1.14,589,0.68922,0.97419,0.97419
74,GO:0051656,establishment of organelle localization,52,2,2.37,590,0.69332,0.02251,0.02251
940,GO:0031331,positive regulation of cellular cataboli...,52,2,2.37,591,0.69332,0.34546,0.77638
63,GO:0007015,actin filament organization,78,3,3.56,592,0.69751,0.01703,0.01703
405,GO:0045165,cell fate commitment,26,1,1.19,593,0.70344,0.20971,0.20971
810,GO:0006368,transcription elongation by RNA polymera...,26,1,1.19,594,0.70344,0.65443,0.65443
1131,GO:0071417,cellular response to organonitrogen comp...,26,1,1.19,595,0.70344,0.90088,0.90088
1132,GO:1901699,cellular response to nitrogen compound,26,1,1.19,596,0.70344,0.90088,0.90088
644,GO:0006401,RNA catabolic process,79,3,3.6,597,0.70574,0.09164,0.49055
1115,GO:0051247,positive regulation of protein metabolic...,79,3,3.6,598,0.70574,0.89117,0.89117
301,GO:0000122,negative regulation of transcription by ...,54,2,2.46,599,0.71311,0.13637,0.13637
950,GO:0042325,regulation of phosphorylation,80,3,3.65,600,0.71381,0.78209,0.78209
526,GO:0006366,transcription by RNA polymerase II,874,37,39.85,601,0.71407,0.34773,0.34773
716,GO:0006672,ceramide metabolic process,27,1,1.23,602,0.71701,0.57508,0.57508
820,GO:0061640,cytoskeleton-dependent cytokinesis,27,1,1.23,603,0.71701,0.66912,0.66912
990,GO:0051056,regulation of small GTPase mediated sign...,27,1,1.23,604,0.71701,0.80697,0.80697
1092,GO:0042180,cellular ketone metabolic process,27,1,1.23,605,0.71701,0.87925,0.87925
